file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
00d4525fb1d9ca7bfd008a8708901a8d9cac915d.cl,entry,644,729,1,0,0,0,0,644
00d539fa4ed456a0dc6e72fe02ce4ad787718e69.cl,entry,7,4,1,0,0,0,0,7
00d9ed17859c6700590840207c77da9e4ab9e1d8.cl,entry,41,109,1,0,0,0,0,41
00da2612e6c65656eb03e4b8a9abc5fd3aa4173b.cl,entry,9,27,1,0,0,0,0,9
00dae1f390578f95c52577527547926bc7ba69fe.cl,entry,10,7,1,0,0,0,0,10
00db4f0f3eb198b881af44d0e4e914b40b83cc93.cl,entry,64,87,1,0,0,0,0,64
00dc6b514d31e0696fcd82fbc0d2775eaa96c0fa.cl,entry,22,48,1,0,0,0,0,22
00dccf975f152e6cf90a803c046356aa43497ddb.cl,entry,7,0,1,0,0,0,0,7
00dd086a4df7f4653736737e0ce86cf1137e7267.cl,entry,98,122,1,0,0,0,0,98
00dd2c11e392a264455422ea2495847b01234b6d.cl,entry,8,29,1,0,0,0,0,8
00dea53e671945c06a7620d655af161d69a75729.cl,entry,128,208,1,0,0,0,0,128
00e0804b16bd9457d88c3404b83da8ed8b1920bc.cl,entry,62,75,1,0,0,0,0,62
00e0b654d471b822d1b68845ee586d1fd66b4c99.cl,entry,7,14,1,0,0,0,0,7
00e1716a160bb3e0442d71ac6ae9bcebb865bd76.cl,entry,138,175,1,0,0,0,0,138
00e29a1911659759a99986f54a7aafd5014cc656.cl,entry,68,108,1,0,0,0,0,68
00e2c43c6d2bb3bd6279515af67ddfa6fd4805e5.cl,entry,9,18,1,0,0,0,0,9
00e37dc3c5b208adfb638b0e1b755c58a2528c4d.cl,entry,26,55,1,0,0,0,0,26
00e3c86f7293eaf8ec720c77c42c849b89938330.cl,entry,72,162,1,0,0,0,0,72
00e456f37c79ea39ad2c48ab7fa14e0bfe39bce3.cl,entry,122,175,1,0,0,0,0,122
00e7407bde15f87c7620d9dc36043afcd097705a.cl,entry,109,73,1,0,0,0,0,109
00e77d721e8da924c8bd3b2868a8b04d623b7fd9.cl,entry,200,232,1,0,0,0,0,200
00e8138ddafca2858622f0943b6d195ea906ff0d.cl,entry,232,316,1,0,0,0,0,232
00e87936cc27660fd3c270ba6bfa53af6a3bfab4.cl,entry,7,3,1,0,0,0,0,7
00e9ddcd6d4159f07ef21718d9805e55304ccc83.cl,entry,18,4,1,0,0,0,0,18
00ea9181d6992dd2b2d4a7745de9df77d5c94f10.cl,entry,27,57,1,0,0,0,0,27
00eac125f64519d639b82a9817ab96dc402bfbce.cl,entry,8,32,1,0,0,0,0,8
00eb0a27a4bdfb22e6c1d866ef038796bd296551.cl,entry,78,89,1,0,0,0,0,78
00eb1a5bb10c563b675f28eafe930d0673ac2804.cl,entry,7,0,1,0,0,0,0,7
