file,kernel,comp,rational,mem,localmem,coalesced,atomic,F2:coalesced/mem,F4:comp/mem
https-api-github-com-repos-ADyson-clTEM-git-blobs-5a67563fdcbeedf657e7df2e3ac3cd1777c3db20.cl,A,32686,142774419,142774374,32659,142774470,142774512,1,0.000229
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,A,0,0,1,0,0,0,0,0
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,B,0,1,3,0,0,0,0,0
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,F,47,12,10,0,0,0,0,4.7
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,G,6,14,1,0,1,0,1,6
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,H,239,114,64,0,7,0,0.109,3.73
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,I,0,13,1,0,1,0,1,0
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,J,22,4,2,0,0,0,0,11
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,K,186,123,56,0,18,0,0.321,3.32
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-13d3ba8152a31b3d3a4361b2f3d99b329ba9375b.cl,L,24,7,3,0,0,0,0,8
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,A,0,0,1,0,0,0,0,0
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,B,0,1,3,0,0,0,0,0
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,G,47,12,10,0,0,0,0,4.7
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,H,6,14,1,0,1,0,1,6
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,I,239,114,64,0,7,0,0.109,3.73
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,J,0,13,1,0,1,0,1,0
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,K,22,4,2,0,0,0,0,11
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,L,186,123,56,0,18,0,0.321,3.32
https-api-github-com-repos-Aazmp-vp8oclenc-git-blobs-4f51e5c7ccc1bd9a931d7c34656841347e1d0fbc.cl,M,24,7,3,0,0,0,0,8
https-api-github-com-repos-AlexanderRieppel-GPGPU-git-blobs-53153d7b8ab976d6b20fed9bf3b674d41c7a7fa2.cl,A,3,5,1,0,1,0,1,3
https-api-github-com-repos-AlexanderRieppel-GPGPU-git-blobs-53153d7b8ab976d6b20fed9bf3b674d41c7a7fa2.cl,B,1,3,6,0,6,0,1,0.167
https-api-github-com-repos-AlexanderRieppel-GPGPU-git-blobs-d84465fead8aaa4518e9f358eb9cae0ebfb72a31.cl,A,3,5,1,0,1,0,1,3
https-api-github-com-repos-AlexanderRieppel-GPGPU-git-blobs-d84465fead8aaa4518e9f358eb9cae0ebfb72a31.cl,B,1,3,6,0,6,0,1,0.167
https-api-github-com-repos-AlmightyFuzz-Terrain-Gen-GPGPU-git-blobs-a2c0aa7887d9f0b268616c1dba6e47015aa0b1d3.cl,A,10,0,5,0,5,0,1,2
https-api-github-com-repos-AlmightyFuzz-Terrain-Gen-GPGPU-git-blobs-a2c0aa7887d9f0b268616c1dba6e47015aa0b1d3.cl,B,17,6,4,0,4,0,1,4.25
https-api-github-com-repos-AlmightyFuzz-Terrain-Gen-GPGPU-git-blobs-a2c0aa7887d9f0b268616c1dba6e47015aa0b1d3.cl,F,72,1,13,0,5,0,0.385,5.54
https-api-github-com-repos-AlmightyFuzz-Terrain-Gen-GPGPU-git-blobs-a2c0aa7887d9f0b268616c1dba6e47015aa0b1d3.cl,G,2,0,2,0,2,0,1,1
https-api-github-com-repos-Amadiro-opencl-git-blobs-96620334bc402ea518924cdfe82f444fe149e35c.cl,A,1,0,3,0,3,0,1,0.333
https-api-github-com-repos-ArtisticCoding-mastersthesis-mobile-gpgpu-git-blobs-038b4eb9f617f4b184d1142e802f51bc176d52e1.cl,A,11,0,1,0,1,0,1,11
https-api-github-com-repos-ArtisticCoding-mastersthesis-mobile-gpgpu-git-blobs-7b65136d49e7ce51f8be3ad261a6f8abf5314d1c.cl,A,5,0,1,0,1,0,1,5
